1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1610.0,551.0,3.0,1,1288.0,6.0,294.0,789.0,3.0,2007.0,2161.0,5,10562.0,86.0,300.0,120.0,5,8,1582.0,2007,2007,325624
840.0,880.0,3.0,1,0.0,1.0,840.0,440.0,3.0,2004.0,1720.0,4,8244.0,62.0,0.0,48.0,5,7,840.0,2004,2004,183500
1707.0,0.0,2.0,1,0.0,1.0,1686.0,511.0,2.0,1981.0,1707.0,3,16669.0,69.0,653.0,64.0,6,8,1686.0,1981,1981,228000
854.0,0.0,2.0,1,360.0,3.0,360.0,660.0,2.0,1991.0,1382.0,3,12358.0,69.0,0.0,0.0,6,5,720.0,1941,1950,128500
1656.0,0.0,3.0,4,639.0,4.0,441.0,528.0,3.0,1960.0,1656.0,3,31770.0,141.0,112.0,62.0,5,6,1080.0,1960,1960,215000
1064.0,703.0,2.0,1,495.0,6.0,354.0,504.0,2.0,1987.0,1767.0,4,5306.0,44.0,0.0,35.0,7,7,1064.0,1987,1987,239000
1362.0,0.0,3.0,1,288.0,5.0,700.0,504.0,2.0,1961.0,1362.0,3,10197.0,80.0,491.0,20.0,5,6,1362.0,1961,1961,163000
1651.0,0.0,3.0,1,1398.0,5.0,0.0,616.0,3.0,1986.0,1651.0,3,12416.0,47.0,132.0,0.0,5,6,1606.0,1986,1986,184000
2158.0,0.0,4.0,3,477.0,5.0,725.0,576.0,1.0,1950.0,2158.0,4,12615.0,84.0,0.0,29.0,7,6,1202.0,1950,2001,243000
1164.0,896.0,4.0,1,831.0,6.0,320.0,521.0,2.0,1988.0,2060.0,3,10029.0,97.0,268.0,228.0,5,6,1151.0,1988,1989,211000
1252.0,668.0,4.0,1,57.0,5.0,554.0,451.0,1.0,1958.0,1920.0,4,13650.0,69.0,0.0,0.0,5,5,1052.0,1958,1958,172500
2234.0,0.0,1.0,1,1904.0,6.0,312.0,1166.0,3.0,2009.0,2234.0,5,17423.0,63.0,748.0,60.0,5,9,2216.0,2008,2009,501837
968.0,0.0,2.0,1,0.0,1.0,968.0,480.0,1.0,1935.0,968.0,3,8520.0,60.0,0.0,0.0,6,5,968.0,1923,2006,100000
769.0,756.0,3.0,1,436.0,6.0,320.0,440.0,1.0,2000.0,1525.0,4,2117.0,69.0,456.0,0.0,5,6,756.0,2000,2000,177000
901.0,901.0,4.0,1,352.0,2.0,441.0,216.0,1.0,1920.0,1802.0,3,7588.0,54.0,0.0,0.0,6,7,793.0,1920,1950,200100
1340.0,0.0,3.0,0,0.0,4.0,0.0,252.0,2.0,1957.0,1340.0,3,9060.0,60.0,98.0,0.0,6,5,0.0,1957,2006,120000
1362.0,720.0,3.0,1,0.0,1.0,1362.0,484.0,1.0,2003.0,2082.0,4,11426.0,63.0,0.0,238.0,5,7,1362.0,2003,2003,200000
936.0,316.0,3.0,1,0.0,1.0,504.0,576.0,1.0,1986.0,1252.0,3,7438.0,92.0,0.0,0.0,8,5,504.0,1908,1991,127000
1518.0,1518.0,4.0,2,0.0,1.0,1107.0,840.0,1.0,1993.0,3608.0,5,22950.0,90.0,0.0,260.0,9,10,1107.0,1892,1993,475000
1217.0,0.0,3.0,3,611.0,6.0,577.0,497.0,1.0,1990.0,1217.0,4,9947.0,69.0,0.0,27.0,5,7,1188.0,1990,1991,173000
808.0,704.0,3.0,1,0.0,1.0,660.0,180.0,1.0,1916.0,1656.0,3,10410.0,60.0,0.0,0.0,7,5,660.0,1916,1987,135000
1224.0,0.0,2.0,3,1086.0,6.0,0.0,528.0,1.0,1979.0,1224.0,3,7018.0,64.0,275.0,0.0,5,5,1086.0,1979,1979,153337
1593.0,0.0,0.0,3,1153.0,6.0,440.0,682.0,3.0,2001.0,1593.0,5,4923.0,41.0,0.0,120.0,5,8,1593.0,2001,2002,286000
1549.0,1178.0,3.0,1,297.0,3.0,556.0,440.0,1.0,1932.0,2727.0,4,10570.0,70.0,0.0,74.0,8,8,853.0,1932,1994,315000
725.0,754.0,4.0,1,626.0,5.0,99.0,484.0,3.0,1972.0,1479.0,4,7472.0,69.0,138.0,32.0,9,7,725.0,1972,2004,184000
1431.0,0.0,3.0,3,560.0,6.0,871.0,666.0,3.0,1999.0,1431.0,4,9017.0,68.0,0.0,35.0,5,7,1431.0,1999,1999,192000
970.0,739.0,3.0,1,0.0,1.0,970.0,380.0,1.0,2004.0,1709.0,4,2522.0,24.0,50.0,40.0,5,7,970.0,2004,2004,130000
864.0,0.0,3.0,3,390.0,5.0,474.0,352.0,1.0,1989.0,864.0,3,7180.0,60.0,0.0,0.0,7,5,864.0,1972,1972,127000
855.0,0.0,3.0,1,566.0,5.0,289.0,440.0,2.0,1976.0,1456.0,3,2280.0,24.0,0.0,0.0,6,6,855.0,1976,1976,148500
1726.0,0.0,3.0,1,1126.0,4.0,600.0,786.0,2.0,2007.0,1726.0,5,9416.0,79.0,205.0,138.0,5,7,1726.0,2007,2007,311872
1360.0,1360.0,3.0,1,1036.0,4.0,140.0,795.0,1.0,1918.0,3112.0,4,25419.0,174.0,0.0,16.0,4,8,1360.0,1918,1990,235000
929.0,929.0,5.0,1,0.0,1.0,755.0,0.0,0.0,1980.0,2229.0,3,5520.0,92.0,0.0,198.0,6,6,755.0,1912,1950,104000
1713.0,0.0,3.0,3,1088.0,6.0,625.0,856.0,3.0,2004.0,1713.0,5,9591.0,76.0,262.0,26.0,5,8,1713.0,2004,2005,274900
1121.0,0.0,2.0,1,0.0,1.0,1121.0,440.0,2.0,2003.0,1121.0,3,8546.0,80.0,0.0,64.0,5,4,1121.0,2003,2004,140000
1279.0,0.0,3.0,1,641.0,5.0,276.0,473.0,1.0,1980.0,1279.0,3,10125.0,75.0,0.0,83.0,6,6,1196.0,1977,1977,171500
865.0,445.0,2.0,1,617.0,2.0,0.0,398.0,1.0,1924.0,1310.0,3,7000.0,50.0,0.0,0.0,6,6,617.0,1924,1950,112000
848.0,0.0,1.0,3,662.0,6.0,186.0,420.0,2.0,2004.0,848.0,4,4438.0,69.0,205.0,0.0,5,6,848.0,2004,2004,149000
720.0,564.0,2.0,1,312.0,2.0,408.0,240.0,1.0,1948.0,1284.0,3,3500.0,50.0,0.0,35.0,7,5,720.0,1947,1950,110000
1442.0,0.0,3.0,1,0.0,1.0,1424.0,500.0,2.0,1990.0,1442.0,3,11851.0,99.0,0.0,34.0,5,7,1424.0,1990,1990,180500
1696.0,0.0,3.0,1,0.0,1.0,1140.0,349.0,2.0,1962.0,1696.0,3,13673.0,40.0,0.0,30.0,5,5,1140.0,1962,1962,143900
1100.0,0.0,3.0,1,419.0,5.0,375.0,312.0,2.0,1960.0,1100.0,3,12493.0,69.0,0.0,0.0,5,4,1100.0,1960,1960,141000
1180.0,0.0,3.0,4,1065.0,6.0,92.0,454.0,2.0,1988.0,2062.0,3,14364.0,69.0,128.0,55.0,5,7,1157.0,1988,1989,277000
1092.0,0.0,3.0,1,787.0,3.0,305.0,504.0,2.0,1964.0,1092.0,3,8250.0,75.0,260.0,0.0,7,6,1092.0,1964,1964,145000
864.0,0.0,2.0,1,468.0,3.0,396.0,0.0,0.0,1980.0,864.0,3,5604.0,67.0,0.0,0.0,6,5,864.0,1925,1950,98000
1212.0,0.0,3.0,2,36.0,6.0,1176.0,460.0,2.0,2009.0,1212.0,4,10420.0,83.0,0.0,22.0,5,6,1212.0,2009,2009,186000
932.0,920.0,3.0,1,822.0,6.0,78.0,644.0,2.0,2009.0,1852.0,4,8640.0,72.0,0.0,108.0,5,7,900.0,2009,2009,252678
990.0,0.0,3.0,1,716.0,5.0,274.0,576.0,1.0,1996.0,990.0,3,13568.0,43.0,0.0,0.0,5,5,990.0,1995,1995,156000
689.0,703.0,3.0,1,378.0,6.0,311.0,299.0,3.0,1977.0,1392.0,3,10900.0,69.0,153.0,36.0,7,6,689.0,1977,1977,161750
1236.0,0.0,2.0,1,360.0,4.0,710.0,447.0,1.0,1957.0,1236.0,4,10011.0,72.0,64.0,0.0,6,5,1070.0,1957,1996,134450
1436.0,0.0,3.0,2,946.0,6.0,490.0,484.0,2.0,2004.0,1436.0,4,8450.0,65.0,266.0,98.0,5,7,1436.0,2004,2004,210000
810.0,518.0,3.0,1,0.0,1.0,686.0,210.0,1.0,1940.0,1328.0,3,9906.0,57.0,0.0,172.0,4,4,686.0,1925,1950,107000
1137.0,817.0,3.0,1,341.0,4.0,457.0,431.0,2.0,1939.0,1954.0,4,15660.0,69.0,312.0,119.0,9,7,798.0,1939,2006,311500
1248.0,0.0,2.0,3,16.0,6.0,1232.0,438.0,3.0,2005.0,1248.0,4,3010.0,43.0,16.0,0.0,5,7,1248.0,2005,2006,167240
1498.0,0.0,2.0,2,0.0,1.0,1498.0,675.0,2.0,2006.0,1498.0,4,8990.0,73.0,0.0,33.0,5,7,1498.0,2006,2006,204900
1010.0,1257.0,4.0,1,0.0,1.0,1010.0,390.0,2.0,2002.0,2267.0,4,8068.0,69.0,0.0,46.0,5,6,1010.0,2002,2002,200000
811.0,741.0,3.0,1,550.0,5.0,163.0,434.0,2.0,1975.0,1552.0,3,11475.0,85.0,0.0,208.0,6,6,713.0,1975,1975,179900
864.0,0.0,2.0,1,524.0,5.0,160.0,576.0,1.0,1989.0,864.0,3,10500.0,70.0,0.0,0.0,6,4,864.0,1971,1971,97000
2392.0,0.0,3.0,4,56.0,6.0,2336.0,968.0,3.0,2003.0,2392.0,5,13472.0,103.0,922.0,105.0,5,10,2392.0,2003,2003,386250
630.0,672.0,3.0,1,0.0,1.0,630.0,280.0,1.0,1991.0,1302.0,3,1680.0,21.0,142.0,0.0,5,5,630.0,1971,1971,112000
1214.0,1306.0,4.0,1,565.0,6.0,638.0,721.0,2.0,1995.0,2520.0,4,9950.0,82.0,290.0,114.0,5,7,1203.0,1995,1995,290000
483.0,504.0,3.0,1,321.0,3.0,162.0,280.0,1.0,1987.0,987.0,3,1869.0,21.0,127.0,0.0,6,6,483.0,1970,1970,106000
912.0,0.0,3.0,1,842.0,5.0,70.0,336.0,1.0,1974.0,912.0,3,8521.0,70.0,0.0,0.0,5,5,912.0,1967,1967,125000
1555.0,0.0,2.0,3,16.0,6.0,1357.0,430.0,3.0,2005.0,1555.0,4,3182.0,43.0,16.0,20.0,5,7,1373.0,2005,2006,192500
1194.0,0.0,3.0,1,0.0,1.0,1194.0,312.0,2.0,1959.0,1194.0,3,8760.0,73.0,220.0,0.0,6,6,1194.0,1959,1959,148000
1490.0,1304.0,4.0,1,689.0,4.0,773.0,810.0,3.0,1995.0,2794.0,5,15138.0,174.0,506.0,146.0,5,8,1462.0,1995,1996,403000
483.0,504.0,2.0,1,0.0,1.0,483.0,288.0,1.0,1972.0,987.0,3,1680.0,21.0,297.0,0.0,5,6,483.0,1972,1972,94500
894.0,0.0,3.0,3,182.0,2.0,0.0,308.0,1.0,1976.0,894.0,3,10650.0,75.0,0.0,0.0,6,5,894.0,1976,1976,128200
860.0,1100.0,4.0,1,625.0,6.0,235.0,440.0,3.0,2002.0,1960.0,4,7851.0,69.0,0.0,48.0,5,6,860.0,2002,2002,216500
483.0,0.0,2.0,1,358.0,5.0,125.0,264.0,1.0,1971.0,987.0,3,1680.0,21.0,604.0,0.0,3,6,483.0,1971,1971,89500
1414.0,0.0,3.0,3,24.0,6.0,1390.0,494.0,2.0,2004.0,1414.0,4,8773.0,65.0,98.0,105.0,5,7,1414.0,2004,2004,185500
1014.0,730.0,3.0,1,402.0,4.0,594.0,457.0,2.0,1993.0,1744.0,4,9453.0,69.0,0.0,70.0,7,7,996.0,1993,2003,194500
1694.0,0.0,3.0,1,0.0,1.0,1694.0,818.0,3.0,2007.0,1694.0,4,12030.0,93.0,254.0,228.0,5,8,1694.0,2007,2007,318000
798.0,0.0,3.0,1,94.0,2.0,641.0,220.0,1.0,1949.0,1487.0,3,8741.0,52.0,0.0,140.0,4,6,735.0,1945,1950,113000
1566.0,0.0,3.0,3,1078.0,6.0,488.0,750.0,2.0,2008.0,1566.0,4,9000.0,75.0,36.0,168.0,5,8,1566.0,2008,2008,262500
866.0,0.0,2.0,1,329.0,5.0,357.0,0.0,0.0,1980.0,866.0,4,3880.0,40.0,0.0,42.0,9,5,686.0,1945,1997,110500
889.0,551.0,3.0,1,0.0,1.0,540.0,352.0,1.0,1940.0,1440.0,3,5000.0,63.0,0.0,0.0,4,5,540.0,1900,1950,79000
626.0,591.0,3.0,1,0.0,4.0,626.0,288.0,2.0,1980.0,1217.0,3,10762.0,75.0,0.0,28.0,6,6,626.0,1980,1980,120000
1222.0,888.0,3.0,1,695.0,6.0,253.0,463.0,2.0,1994.0,2110.0,4,8880.0,69.0,0.0,130.0,5,7,948.0,1994,2002,205000
1872.0,0.0,3.0,3,929.0,6.0,916.0,604.0,2.0,1988.0,1872.0,3,10400.0,80.0,102.0,39.0,5,7,1845.0,1988,1988,241500
908.0,1020.0,4.0,1,0.0,1.0,1020.0,440.0,1.0,1910.0,1928.0,2,9142.0,69.0,0.0,60.0,8,6,1020.0,1910,1950,137000
1375.0,0.0,2.0,1,0.0,1.0,1367.0,451.0,1.0,1954.0,1375.0,3,11310.0,75.0,0.0,30.0,5,6,1367.0,1954,1954,140000
840.0,828.0,3.0,1,0.0,4.0,840.0,500.0,2.0,2003.0,1668.0,4,11317.0,72.0,101.0,68.0,5,7,840.0,2003,2003,180000
1444.0,700.0,4.0,4,697.0,3.0,747.0,389.0,3.0,1958.0,2144.0,4,159000.0,69.0,472.0,98.0,7,6,1444.0,1958,2006,277000
1306.0,0.0,3.0,1,0.0,1.0,728.0,0.0,0.0,1980.0,1306.0,2,5350.0,55.0,0.0,0.0,2,3,728.0,1940,1966,76500
1625.0,0.0,2.0,4,1573.0,4.0,0.0,538.0,2.0,2006.0,1625.0,4,4750.0,44.0,481.0,0.0,5,8,1573.0,2006,2007,235000
798.0,842.0,3.0,1,0.0,1.0,798.0,520.0,2.0,2004.0,1640.0,4,8366.0,65.0,0.0,45.0,5,6,798.0,2004,2004,173000
1302.0,0.0,3.0,4,270.0,2.0,452.0,309.0,2.0,1964.0,1302.0,4,9350.0,85.0,108.0,0.0,7,6,1302.0,1964,1991,158000
1314.0,0.0,3.0,1,922.0,3.0,392.0,294.0,2.0,1957.0,1314.0,3,8400.0,70.0,0.0,0.0,6,5,1314.0,1957,1957,145000
1005.0,1286.0,4.0,1,0.0,1.0,975.0,429.0,3.0,1999.0,2291.0,4,8738.0,66.0,302.0,0.0,5,7,975.0,1999,1999,230000
864.0,864.0,3.0,1,503.0,3.0,361.0,673.0,2.0,2003.0,1728.0,4,8791.0,64.0,0.0,56.0,5,6,864.0,2003,2003,207500
1604.0,0.0,3.0,1,1334.0,6.0,270.0,660.0,2.0,2006.0,1604.0,4,8814.0,68.0,180.0,110.0,5,7,1604.0,2006,2006,220000
963.0,829.0,3.0,1,361.0,6.0,602.0,564.0,2.0,2001.0,1792.0,4,12435.0,80.0,172.0,96.0,5,7,963.0,2001,2001,231500
882.0,0.0,2.0,0,0.0,0.0,0.0,308.0,1.0,1956.0,882.0,3,12702.0,70.0,0.0,45.0,5,5,0.0,1956,1956,97000
1382.0,0.0,3.0,4,672.0,3.0,0.0,884.0,1.0,1991.0,1382.0,3,19296.0,120.0,399.0,0.0,5,6,1362.0,1962,1962,176000
1482.0,1092.0,3.0,1,0.0,1.0,1482.0,868.0,3.0,2007.0,2574.0,5,9588.0,69.0,270.0,148.0,5,8,1482.0,2007,2007,276000
1212.0,0.0,3.0,3,506.0,5.0,0.0,492.0,1.0,1978.0,1212.0,3,8471.0,88.0,46.0,12.0,7,6,506.0,1977,1995,151000
926.0,0.0,3.0,1,234.0,2.0,0.0,484.0,1.0,1974.0,1316.0,3,5500.0,50.0,0.0,0.0,7,5,926.0,1929,2001,130000
764.0,0.0,2.0,1,0.0,1.0,680.0,504.0,1.0,1965.0,764.0,3,5232.0,30.0,0.0,0.0,5,5,680.0,1925,2004,73000
1422.0,0.0,3.0,1,588.0,4.0,606.0,576.0,3.0,1981.0,1422.0,4,12090.0,78.0,210.0,0.0,6,6,1422.0,1981,1981,175500
802.0,709.0,3.0,3,714.0,6.0,88.0,413.0,3.0,1997.0,1511.0,3,11207.0,70.0,0.0,75.0,5,6,802.0,1997,1997,185000
1052.0,720.0,4.0,1,378.0,4.0,342.0,240.0,2.0,1939.0,2192.0,4,8400.0,60.0,0.0,24.0,8,5,720.0,1939,1997,179500
778.0,0.0,2.0,1,403.0,5.0,212.0,924.0,2.0,1966.0,778.0,3,6900.0,71.0,0.0,25.0,6,5,740.0,1940,1955,120500
1113.0,0.0,3.0,1,751.0,4.0,392.0,504.0,2.0,1987.0,1113.0,3,7917.0,69.0,174.0,30.0,7,6,1143.0,1976,1976,148000
1095.0,844.0,3.0,2,0.0,1.0,1095.0,1053.0,2.0,2006.0,1939.0,4,10728.0,84.0,0.0,51.0,5,8,1095.0,2006,2006,266000
1363.0,0.0,2.0,4,226.0,2.0,96.0,439.0,1.0,1954.0,1363.0,3,39104.0,73.0,0.0,0.0,7,7,1385.0,1954,2005,241500
1164.0,1106.0,4.0,1,524.0,6.0,628.0,671.0,3.0,1999.0,2270.0,4,11764.0,92.0,348.0,57.0,7,8,1152.0,1999,2007,290000
1632.0,0.0,3.0,1,620.0,3.0,0.0,338.0,2.0,1958.0,1632.0,3,9600.0,80.0,183.0,0.0,6,6,1240.0,1958,1988,139000
816.0,0.0,3.0,4,546.0,5.0,270.0,264.0,1.0,1982.0,816.0,3,8314.0,76.0,0.0,0.0,7,5,816.0,1982,1982,124500
952.0,596.0,3.0,1,0.0,1.0,952.0,672.0,2.0,1978.0,1548.0,5,7264.0,55.0,0.0,0.0,7,7,952.0,1925,2007,205000
1560.0,0.0,3.0,1,0.0,1.0,1560.0,573.0,3.0,2003.0,1560.0,4,9196.0,129.0,0.0,150.0,5,7,1560.0,2003,2003,201000
864.0,0.0,2.0,1,120.0,2.0,744.0,400.0,1.0,1951.0,864.0,3,19138.0,140.0,0.0,0.0,5,4,864.0,1951,1951,141000
2121.0,0.0,3.0,4,0.0,1.0,2121.0,732.0,3.0,2007.0,2121.0,5,14450.0,107.0,315.0,98.0,5,9,2121.0,2006,2007,415298
1156.0,866.0,4.0,1,392.0,4.0,768.0,505.0,3.0,1977.0,2022.0,3,10005.0,83.0,299.0,117.0,5,7,1160.0,1977,1977,192000
1175.0,807.0,3.0,3,421.0,6.0,386.0,575.0,2.0,1989.0,1982.0,4,11287.0,82.0,340.0,84.0,6,7,807.0,1989,1989,228500
1262.0,0.0,3.0,1,905.0,6.0,357.0,572.0,2.0,2006.0,1262.0,4,7200.0,60.0,68.0,120.0,5,6,1262.0,2006,2006,185000
1314.0,0.0,2.0,1,904.0,6.0,410.0,626.0,2.0,2008.0,1314.0,4,5063.0,34.0,166.0,62.0,5,7,1314.0,2007,2008,207500
1468.0,0.0,3.0,1,0.0,1.0,1468.0,898.0,3.0,2008.0,1468.0,4,9612.0,74.0,72.0,150.0,5,8,1468.0,2008,2009,244600
1575.0,0.0,3.0,1,430.0,6.0,1145.0,529.0,2.0,1992.0,1575.0,4,8012.0,50.0,0.0,0.0,5,6,1575.0,1992,1992,179200
625.0,625.0,2.0,1,0.0,1.0,625.0,528.0,2.0,2006.0,1250.0,4,4251.0,35.0,0.0,54.0,5,7,625.0,2006,2007,164700
1085.0,649.0,3.0,1,600.0,3.0,312.0,440.0,2.0,1962.0,1734.0,4,9786.0,77.0,0.0,0.0,7,6,912.0,1962,1981,159000
858.0,0.0,3.0,1,614.0,4.0,244.0,0.0,0.0,1980.0,858.0,3,8125.0,69.0,0.0,0.0,4,4,858.0,1971,1971,88000
900.0,0.0,3.0,1,450.0,4.0,432.0,280.0,1.0,1970.0,900.0,3,9819.0,69.0,31.0,0.0,5,5,882.0,1967,1967,122000
698.0,698.0,3.0,1,0.0,1.0,698.0,384.0,1.0,2003.0,1396.0,3,8730.0,60.0,0.0,0.0,7,6,698.0,1915,2003,153575
1079.0,840.0,3.0,3,0.0,1.0,1079.0,685.0,2.0,2006.0,1919.0,4,15611.0,120.0,0.0,51.0,5,8,1079.0,2006,2006,233230
936.0,780.0,6.0,1,210.0,4.0,570.0,0.0,0.0,1980.0,1716.0,2,5687.0,55.0,0.0,184.0,6,5,780.0,1912,2000,135900
1148.0,568.0,3.0,1,292.0,2.0,476.0,281.0,1.0,1949.0,1716.0,3,11409.0,60.0,0.0,0.0,4,5,768.0,1949,2008,131000
1468.0,795.0,3.0,1,795.0,5.0,0.0,539.0,3.0,1977.0,2263.0,4,16659.0,69.0,34.0,250.0,7,7,795.0,1977,1994,235000
1644.0,0.0,3.0,1,1285.0,6.0,131.0,418.0,3.0,1953.0,1644.0,3,9600.0,80.0,238.0,0.0,5,6,1416.0,1953,1953,167000
1003.0,0.0,3.0,3,819.0,6.0,184.0,588.0,2.0,1984.0,1003.0,3,7937.0,37.0,0.0,0.0,6,6,1003.0,1984,1984,142500
910.0,648.0,4.0,1,420.0,4.0,490.0,282.0,1.0,1950.0,1558.0,3,13710.0,75.0,0.0,0.0,5,5,910.0,1950,1950,152000
975.0,975.0,3.0,1,649.0,4.0,326.0,576.0,2.0,1997.0,1950.0,4,7399.0,66.0,1600.0,10.0,5,7,975.0,1997,1998,239000
1041.0,702.0,3.0,1,384.0,5.0,143.0,539.0,1.0,1968.0,1743.0,3,11700.0,90.0,365.0,0.0,6,6,702.0,1968,1968,175000
1152.0,0.0,3.0,1,0.0,1.0,1092.0,300.0,1.0,1950.0,1152.0,4,14000.0,80.0,0.0,36.0,8,6,1092.0,1950,2004,158500
1336.0,0.0,2.0,2,841.0,4.0,324.0,375.0,1.0,1953.0,1336.0,3,15750.0,90.0,56.0,0.0,5,5,1165.0,1953,1953,157000
1210.0,1242.0,4.0,1,281.0,4.0,747.0,683.0,3.0,1998.0,2452.0,4,16226.0,66.0,0.0,50.0,5,8,1028.0,1998,1999,267000
1541.0,0.0,3.0,1,0.0,1.0,1541.0,843.0,2.0,2001.0,1541.0,4,13704.0,118.0,150.0,81.0,5,7,1541.0,2001,2002,205000
894.0,0.0,3.0,1,894.0,5.0,0.0,552.0,1.0,1975.0,894.0,3,9800.0,70.0,0.0,0.0,7,5,894.0,1972,1972,149900
1675.0,1818.0,3.0,1,0.0,1.0,1470.0,870.0,1.0,2003.0,3493.0,4,18386.0,87.0,0.0,0.0,9,7,1470.0,1880,2002,295000
2000.0,0.0,3.0,1,1464.0,6.0,536.0,888.0,2.0,2004.0,2000.0,4,10386.0,80.0,246.0,0.0,5,8,2000.0,2004,2005,305900
1122.0,1121.0,4.0,1,700.0,5.0,0.0,746.0,2.0,1990.0,2243.0,4,13474.0,116.0,246.0,44.0,5,7,700.0,1990,1991,225000
1035.0,371.0,3.0,1,0.0,1.0,319.0,0.0,0.0,1980.0,1406.0,2,7920.0,69.0,0.0,144.0,7,6,319.0,1920,1950,89500
861.0,0.0,1.0,1,262.0,4.0,599.0,539.0,2.0,1961.0,861.0,3,12342.0,69.0,0.0,0.0,5,4,861.0,1940,1950,82500
1944.0,0.0,3.0,4,1274.0,4.0,622.0,708.0,3.0,2003.0,1944.0,5,12378.0,90.0,0.0,175.0,5,9,1896.0,2003,2004,360000
697.0,804.0,3.0,1,518.0,5.0,179.0,420.0,3.0,1993.0,1501.0,4,7685.0,69.0,112.0,63.0,5,6,697.0,1993,1994,165600
972.0,0.0,2.0,1,680.0,5.0,292.0,240.0,1.0,1948.0,972.0,3,8000.0,50.0,0.0,0.0,6,6,972.0,1948,2002,132000
793.0,325.0,3.0,2,507.0,3.0,286.0,410.0,1.0,1939.0,1118.0,3,7800.0,65.0,0.0,0.0,7,5,793.0,1939,1950,119900
2036.0,0.0,3.0,4,1236.0,5.0,80.0,513.0,2.0,1965.0,2036.0,3,215245.0,150.0,0.0,0.0,5,7,2136.0,1965,1965,375000
832.0,809.0,3.0,1,16.0,2.0,712.0,546.0,1.0,1925.0,1641.0,5,9600.0,60.0,0.0,0.0,7,7,728.0,1925,1990,178000
716.0,716.0,3.0,1,425.0,4.0,291.0,432.0,3.0,2004.0,1432.0,4,7795.0,71.0,0.0,51.0,5,7,716.0,2004,2005,188500
1153.0,0.0,4.0,1,692.0,6.0,153.0,484.0,2.0,1983.0,2353.0,5,13005.0,94.0,278.0,195.0,7,7,845.0,1980,1980,260000
1088.0,871.0,3.0,3,0.0,1.0,1088.0,1025.0,2.0,2006.0,1959.0,4,9000.0,75.0,0.0,46.0,5,8,1088.0,2006,2006,270000
1372.0,1274.0,3.0,4,987.0,6.0,360.0,656.0,2.0,1993.0,2646.0,4,9900.0,90.0,256.0,60.0,5,7,1347.0,1993,1993,260000
1472.0,0.0,3.0,3,1036.0,6.0,336.0,588.0,1.0,1980.0,1472.0,3,14115.0,69.0,225.0,48.0,5,7,1372.0,1980,1980,187500
1249.0,1347.0,4.0,3,0.0,1.0,1249.0,840.0,2.0,2006.0,2596.0,4,16259.0,111.0,370.0,154.0,5,9,1249.0,2006,2006,342643
1136.0,1332.0,4.0,3,970.0,6.0,166.0,872.0,2.0,2004.0,2468.0,4,12099.0,99.0,388.0,154.0,5,8,1136.0,2004,2004,354000
1553.0,1177.0,4.0,4,28.0,2.0,0.0,576.0,2.0,1987.0,2730.0,4,10380.0,86.0,172.0,96.0,5,7,1502.0,1986,1987,301000
1163.0,0.0,3.0,1,256.0,5.0,906.0,220.0,1.0,1955.0,1163.0,3,5820.0,49.0,0.0,98.0,8,3,1162.0,1955,2005,126175
1898.0,1080.0,5.0,1,0.0,1.0,710.0,564.0,3.0,1961.0,2978.0,4,11275.0,96.0,300.0,0.0,7,7,710.0,1967,2007,242000
803.0,0.0,2.0,3,116.0,4.0,604.0,360.0,1.0,1941.0,803.0,3,5000.0,50.0,0.0,0.0,6,5,720.0,1941,1950,87000
1719.0,0.0,1.0,4,1619.0,6.0,100.0,473.0,3.0,1993.0,1719.0,4,10846.0,32.0,0.0,30.0,5,8,1719.0,1993,1993,324000
1383.0,0.0,3.0,1,565.0,3.0,818.0,292.0,2.0,1960.0,1383.0,3,11600.0,80.0,175.0,45.0,5,6,1383.0,1960,1960,145250
1445.0,689.0,5.0,1,0.0,1.0,844.0,441.0,1.0,1930.0,2134.0,4,11888.0,69.0,0.0,60.0,6,6,844.0,1916,1994,214500
596.0,596.0,3.0,2,0.0,1.0,596.0,189.0,1.0,1920.0,1192.0,3,6402.0,60.0,0.0,0.0,5,5,596.0,1920,1950,78000
1728.0,0.0,6.0,1,40.0,6.0,1424.0,352.0,1.0,2002.0,1728.0,3,10624.0,69.0,84.0,0.0,4,5,1728.0,1964,1964,119000
1056.0,0.0,3.0,1,846.0,3.0,210.0,308.0,2.0,1958.0,1056.0,3,8176.0,70.0,0.0,0.0,6,5,1056.0,1958,1992,139000
1629.0,0.0,3.0,1,1124.0,6.0,1603.0,880.0,2.0,2003.0,1629.0,4,10655.0,85.0,296.0,0.0,5,8,3206.0,2003,2004,284000
1358.0,0.0,2.0,3,720.0,6.0,638.0,484.0,2.0,2004.0,1358.0,4,8198.0,59.0,146.0,30.0,5,7,1358.0,2004,2004,207000
943.0,0.0,3.0,4,828.0,6.0,115.0,472.0,3.0,1998.0,1638.0,3,9042.0,59.0,0.0,38.0,5,6,943.0,1998,1998,192000
1619.0,167.0,3.0,4,1249.0,4.0,103.0,529.0,3.0,1965.0,1786.0,3,164660.0,69.0,0.0,0.0,6,5,1499.0,1965,1965,228950
